semester,pickuplocation,processinglocation,courseid,aresitemid,currentstatus,currentstatusdate,deptfinal,coursenumber,coursetitle,instructordisplayname,instructor,itembarcode,url,itemtitle,author,publisher,itemtype,itemformat,documenttype,typeofreserve,shelflocation,callnumber,articletitle,volume,issue,journalyear,journalmonth,pages,numberofusers,totalclicks
Fall 2024,FINE,FINE,36237,260128,Item Available at Reserve Desk,10-Sep-24,ARCH,ARCH 4101 / 5101,RE: Housing NYC,"H. Wisniewska, Marta",,31924122767811,,"Affordable housing in New York : the people, places, and policies that transformed a city",edited by Nicholas Dagen Bloom and Matthew Gordon Lasner ; with photographs by David Schalliol,Princeton University Press,MON,Book,HardCopy,Physical Reserve,Mann Library,HD7288.78.U52 N7185 2016,,,,,,,0,
Fall 2024,FINE,FINE,36237,260124,Item Available at Reserve Desk,10-Sep-24,ARCH,ARCH 4101 / 5101,RE: Housing NYC,"H. Wisniewska, Marta",,31924122469400,,Berlin transfer : hybrid modernities,Rainer Hehl & Ludwig Engel,Ruby Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA7298 .H44x 2015,,,,,,,0,
Fall 2024,FINE,FINE,36237,260125,Item Available at Reserve Desk,10-Sep-24,ARCH,ARCH 4101 / 5101,RE: Housing NYC,"H. Wisniewska, Marta",,31924123109153,,Berlin transfer : learning from the global south,Rainer Hehl & Ludwig Engel,Ruby Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA2540.5 .H44 2015,,,,,,,0,
Fall 2024,FINE,FINE,36237,260127,Item Available at Reserve Desk,10-Sep-24,ARCH,ARCH 4101 / 5101,RE: Housing NYC,"H. Wisniewska, Marta",,31924117722565,,Housing design : a manual,"Bernard Leupen & Harald Mooij ; with contributions by Rudy Uytenhaak ... [et al.] ; [drawings, Mohamad Ali Sedighi, Alexander van Zweeden ; translation, Pierre Bouvier, Laura Vroomen]",NAi Publishers,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA7860 .L4413 2011,,,,,,,0,
Fall 2024,FINE,FINE,36237,260129,Item Available at Reserve Desk,10-Sep-24,ARCH,ARCH 4101 / 5101,RE: Housing NYC,"H. Wisniewska, Marta",,31924104668268,,New urban housing,Hilary French,Yale University Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA7105 .F73 2006,,,,,,,0,
Fall 2024,FINE,FINE,36237,260126,Item Available at Reserve Desk,10-Sep-24,ARCH,ARCH 4101 / 5101,RE: Housing NYC,"H. Wisniewska, Marta",,31924129356048,,The ArchDaily guide to good architecture,"edited by Robert Klanten, Daisy Woodward and Rosie Flanagan",Gestalten,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA2750  .A73 2022,,,,,,,0,
Fall 2024,FINE,FINE,36199,259828,Item Available at Reserve Desk,11-Oct-24,ARCH,ARCH 4101 COMBINED-COMEET Design VII (2024FA),ARCH 4101 COMBINED-COMEET Design VII (2024FA),"Tulis, Hanna",,31924119529570,,Carlo Scarpa,Robert McCarter,Phaidon Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA1123.S35 M33 2013,,,,,,,0,
Fall 2024,FINE,FINE,36199,259829,Item Available at Reserve Desk,11-Oct-24,ARCH,ARCH 4101 COMBINED-COMEET Design VII (2024FA),ARCH 4101 COMBINED-COMEET Design VII (2024FA),"Tulis, Hanna",,31924123098364,,Carlo Scarpa : la Fondazione Querini Stampalia a Venezia,"Francesco Dal Co, Sergio Polano",Electa,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA7514.623.V46 C3713 2015,,,,,,,0,
Fall 2024,FINE,FINE,36199,260572,Item Available at Reserve Desk,17-Oct-24,ARCH,ARCH 4101 COMBINED-COMEET Design VII (2024FA),ARCH 4101 COMBINED-COMEET Design VII (2024FA),"Tulis, Hanna",,31924125558423,,Carlo Scarpa and Castelvecchio revisited,"Richard Murphy OBE ; with additional contributions from Margherita Bolla, Kenneth Frampton, Alba Di Lieto, Ketty Bertolaso, the late Licisco Magagnato, and the late Arrigo Rudi ; photography by Peter Guthrie with additional photography by Matthew Hyndman",Breakfast Mission Publishing,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA2707.S284 M874 2017,,,,,,,0,
Fall 2024,FINE,FINE,36199,259830,Item Available at Reserve Desk,05-Sep-24,ARCH,ARCH 4101 COMBINED-COMEET Design VII (2024FA),ARCH 4101 COMBINED-COMEET Design VII (2024FA),"Tulis, Hanna",,31924131332532,,Carlo Scarpa and Castelvecchio revisited,"Richard Murphy OBE ; with additional contributions from Margherita Bolla, Kenneth Frampton, Alba Di Lieto, Ketty Bertolaso, the late Licisco Magagnato, and the late Arrigo Rudi ; photography by Peter Guthrie with additional photography by Matthew Hyndman",Breakfast Mission Publishing,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA2707.S284 M874 2017,,,,,,,0,
Fall 2024,FINE,FINE,36199,259827,Item Available at Reserve Desk,11-Oct-24,ARCH,ARCH 4101 COMBINED-COMEET Design VII (2024FA),ARCH 4101 COMBINED-COMEET Design VII (2024FA),"Tulis, Hanna",,31924123059960,,"Carlo Scarpa, Museo di Castelvecchio, Verona","testi/texts, Alba Di Lieto, Paola Marini, Valeria Carullo ; Fotografie/photographs, Richard Bryant",Edition Axel Menges,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NA1123.S35 A4 2016,,,,,,,0,
Fall 2024,FINE,FINE,36199,259831,Item Available at Reserve Desk,11-Oct-24,ARCH,ARCH 4101 COMBINED-COMEET Design VII (2024FA),ARCH 4101 COMBINED-COMEET Design VII (2024FA),"Tulis, Hanna",,31924126203235,,Museum activism,edited by Robert R. Janes and Richard Sandell,"Routledge, Taylor & Francis Group",MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,AM7 .M847 2019,,,,,,,0,
Fall 2024,E-RESERVE,FINE,36044,258974,Item Available on Electronic Reserves,04-Sep-24,ARCH,ARCH 4509 COMBINED-COMEET Special Topics in Visual,ARCH 4509 COMBINED-COMEET Special Topics in Visual Representation I (2024FA),"Ito, Iroha",,,15DD6C35.pdf,The Emotional Power of Space,Ila Bêka & Louise Lemoine,"B&P, Bêka & Partners Publishers",MON,BookChapter,PDF,E-Reserve,,,The Sixth Sense,,,,,,0,
Fall 2024,E-RESERVE,FINE,36044,259842,Item Available on Electronic Reserves,04-Sep-24,ARCH,ARCH 4509 COMBINED-COMEET Special Topics in Visual,ARCH 4509 COMBINED-COMEET Special Topics in Visual Representation I (2024FA),"Ito, Iroha",,,15DD6C35.pdf,The emotional power of space,Ila Bêka & Louise Lemoine,"B&P, Bêka & Partners Publishers",MON,Book,PDF,E-Reserve,,,The Sixth Sense,,,,,,0,
Fall 2024,OLIN,OKU,36145,259549,Item Available at Reserve Desk,09-Sep-24,ART,ART 3501 COMBINED-COMEET Drawing: Pictorial Langua,ART 3501 COMBINED-COMEET Drawing: Pictorial Languages (2024FA),"Park, Maria",,31924104945708,,Cape Fear,Universal ; Amblin Entertainment in association with Cappa Films and Tribeca Productions presents ; produced by Barbara De Fina ; screenplay by Wesley Strick ; directed by Martin Scorsese,Universal,MON,DVD,HardCopy,Physical Reserve,Uris Library,Dean Room Videodisc 1983,,pt.1-2,,,,,0,
Fall 2024,E-RESERVE,OKU,36145,259546,Item Available on Electronic Reserves,27-Aug-24,ART,ART 3501 COMBINED-COMEET Drawing: Pictorial Langua,ART 3501 COMBINED-COMEET Drawing: Pictorial Languages (2024FA),"Park, Maria",,NA,https://digitalcampus.swankmp.net/cornell303675/watch/3F9B6D4C633D1D70?referrer=marc,Cape Fear,J. Lee Thompson,,MON,Video,WebLink,E-Reserve,SWANK,STREAMING VIDEO,,,,,,,0,
Fall 2024,FINE,FINE,36273,260546,Item Available at Reserve Desk,31-Oct-24,ART,ART 4100 Senior Seminar (2024FA),ART 4100 Senior Seminar (2024FA),"Park, Maria",,31924131577441,,Forces of art : perspectives from a changing world,"editors, Carin Kuoni, Jordi Baltà Portolés, Nora N. Khan, Serubiri Moses ; contributors, Mariam Abou Ghazi [and thirty-five others]",Valiz,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,N6497 .F67 2020,,,,,,,0,
Fall 2024,FINE,FINE,36273,260613,Item Available at Reserve Desk,31-Oct-24,ART,ART 4100 Senior Seminar (2024FA),ART 4100 Senior Seminar (2024FA),"Park, Maria",,31924131577433,,Forces of art : perspectives from a changing world,"editors, Carin Kuoni, Jordi Baltà Portolés, Nora N. Khan, Serubiri Moses ; contributors, Mariam Abou Ghazi [and thirty-five others]",Valiz,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,N6497 .F67 2020,,,,,,,0,
Fall 2024,FINE,FINE,36003,258616,Item Available at Reserve Desk,20-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924131092789,,Art in Renaissance Italy,John T. Paoletti & Gary M. Radke,Pearson Prentice Hall,MON,Book,HardCopy,Physical Reserve,Olin Library,Oversize N6915 .P26 2012 +,,,,,,,0,
Fall 2024,FINE,FINE,36003,258617,Item Available at Reserve Desk,20-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924130440278,,"Art of the Northern Renaissance : courts, commerce and devotion",Stephanie Porras,Laurence King Publishing,MON,Book,HardCopy,Physical Reserve,Olin Library,N6370 .P58 2018,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36003,258636,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6AFC.pdf,Arts in Spain and the Hispanic World,Eleanor Goodman,,SER,BookChapter,PDF,E-Reserve,,N710.4.A78 2010,Portraits of Empire: Notes on Angels and Archangels in the Spanish World,,,,,395-411,0,
Fall 2024,FINE,FINE,36003,258622,Item Available at Reserve Desk,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924102715707,,"Blood, milk, ink, gold : abundance and excess in the French Renaissance",Rebecca Zorach,University of Chicago Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NX549.A1 Z67 2005,,,,,,,0,
Fall 2024,FINE,FINE,36003,258614,Item Available at Reserve Desk,20-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924131037982,,"Elizabethan Globalism: England, China and the Rainbow Portrait","Dimmock, Matthew",,MON,Book,HardCopy,Physical Reserve,Olin,Oversize DA356 D56  2019 +,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36003,258628,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6B0C.pdf,Elizabethan Treasures: Miniatures by Hilliard and Oliver,Catharine MacLeod,,MON,BookChapter,PDF,E-Reserve,,ND1337.G72 H544 2019,"A Thing Apart; Limning, the Perfection of Painting",,,,,6-29,0,
Fall 2024,FINE,FINE,36003,258619,Item Available at Reserve Desk,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924122424900,,Imagining the Americas in Medici Florence,Lia Markey,The Pennsylvania State University Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,N5273.2.M43 M37 2016,,,,,,,0,
Fall 2024,FINE,FINE,36003,258621,Item Available at Reserve Desk,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924080768686,,Looking at seventeenth-century Dutch art : realism reconsidered,Wayne Franits,Cambridge University Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,ND646 .F82 1997,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36003,258633,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6B02.pdf,Merchants and Marvels,Anne Goldgar,,SER,BookChapter,PDF,E-Reserve,,N72.S3 M47x 2001,Nature as Art: The Case of the Tulip,,,,,324-346,0,
Fall 2024,E-RESERVE,OKU,36003,258637,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6AFE.pdf,Merchants and Marvels,Silver and Smith,,SER,BookChapter,PDF,E-Reserve,,N72.S3 M47x 2001,Splendor in the Grass: The Powers of Nature and Art in the Age of Durer,,,,,29-62,1,2
Fall 2024,E-RESERVE,OKU,36003,258634,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924109772412,15DD6AFD.pdf,"Merchants, Princes and Painters: Silk Fabrics in Italian and Northern Paintings",Lisa Monnas,,MON,BookChapter,PDF,E-Reserve,Fine Arts,ND1460.T49 M66 2008,Painting velvet in Italy and the Netherlands during the first half of the fifteenth century,,,,,97-119,1,2
Fall 2024,FINE,FINE,36003,258625,Item Available at Reserve Desk,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924110030511,,Northern Renaissance art,Susie Nash,Oxford University Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,N6370 .N37 2008,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36003,258630,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924110030511,15DD6AFC.pdf,Northern Renaissance Art,Susie Nash,,MON,BookChapter,PDF,E-Reserve,Fine Arts,N6370 .N37 2008,Introduction/Italian Perspective/Centres/121-7,,,,,1-7; 27-39; 71-87; 121-7,0,
Fall 2024,FINE,FINE,36003,258624,Item Available at Reserve Desk,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924103854471,,"Northern Renaissance art : painting, sculpture, the graphic arts from 1350 to 1575","James Snyder ; revised by Larry Silver, Henry Luttikhuizen",Prentice Hall,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,N6370 .S6 2005,,,,,,,0,
Fall 2024,FINE,FINE,36003,258620,Item Available at Reserve Desk,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924050467285,,Painting and experience in fifteenth century Italy : a primer in the social history of pictorial style,Michael Baxandall,Oxford University Press,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,ND615 .B35 1988,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36003,258618,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,http://proxy.library.cornell.edu/login?url=https://www.jstor.org/stable/10.2307/j.ctv16c9hfd,"Rarities of These Lands: Art, Trade, and Diplomacy in the Dutch Republic","Swan, Claudia",,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,FINE,FINE,36003,258623,Item Available at Reserve Desk,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924126480544,,Renaissance & reformation : German art in the age of Dürer and Cranach,,Prestel,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library,NX550.A1 R46 2016,,,,,,,0,
Fall 2024,FINE,OKU,36003,258626,Item Available at Reserve Desk,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,31924102908005,,Seventeenth-century art & architecture,Ann Sutherland Harris,Pearson Prentice Hall,MON,Book,HardCopy,Physical Reserve,Mui Ho Fine Arts Library Reserve (Mui Ho Fine Arts Library),N6756 .H33 2005,,,,,,,0,
Fall 2024,E-RESERVE,OKU,36003,258615,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=2964906&site=ehost-live&scope=site,The Global City: On the Streets of Renaissance Lisbon,"Jordan Gschwend, Annemarie, and K. J. P. Lowe",,MON,Book,WebLink,E-Reserve,,Electronic Resource,,,,,,,0,
Fall 2024,E-RESERVE,FINE,36003,258627,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6B35.pdf,The Italian Renaissance garden,Claudia Lazzaro,,MON,Book,PDF,E-Reserve,,SB457.85 .L43,,,,,,8-19,0,
Fall 2024,E-RESERVE,OKU,36003,258632,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6B01.pdf,The Italian Renaissance Garden,Claudia Lazzaro,,MON,BookChapter,PDF,E-Reserve,,SB457.85.L43,Nature and Culture in the Garden,,,,,8-19,1,2
Fall 2024,E-RESERVE,OKU,36003,258629,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6B0A.pdf,The Tudors: Art and Majesty in Renaissance England,Adam Eaker,,MON,Book,PDF,E-Reserve,,,Courtly Identity (Hans Holbein and the Status of Tudor Painting),,,,,190-201,1,1
Fall 2024,E-RESERVE,OKU,36003,258631,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6B0B.pdf,The Tudors: Art and Majesty in Renaissance England,"Cleland, Elizabeth",,MON,BookChapter,PDF,E-Reserve,,,"Inventing a Dynasty (England, Europe, and the World: Art as Policy)",,,,,20-31,0,
Fall 2024,E-RESERVE,OKU,36003,258638,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6AFF.pdf,Van Dyck 1599-1641,Malcolm Rogers,,SER,BookChapter,PDF,E-Reserve,,,Van Dyck in England,,,,,79-91,0,
Fall 2024,E-RESERVE,OKU,36003,258635,Item Available on Electronic Reserves,19-Aug-24,ARTH,ARTH 2400,Introduction to Early Modern Art: Cosmopolitanism and Empire,"Howie, Ana; Weislogel, Andrew",,,15DD6B00.pdf,Venice and the East,Deborah Howard,,SER,BookChapter,PDF,E-Reserve,,NA1121.V4 H69 2000,Palaces,,,,,133-170,0,
Fall 2024,OLIN,OKU,36170,259673,Item Available at Reserve Desk,28-Aug-24,ASIAN,ASIAN 2208,Introduction to Southeast Asia,Chiara Formichi,Chiara Formichi,31924129061184,,Southeast Asia : a history in objects,Alexandra Green,Thames and Hudson,MON,Book,HardCopy,Physical Reserve,Wason,DS525 .G74 2023,,,,,,,0,
Fall 2024,OLIN,OKU,35769,258258,Item Available at Reserve Desk,31-Aug-24,ASIAN,ASIAN 2233,Introduction to China: Beyond China,"Lin, Chengxiang; Ma, Shaoling; Young, Thomas",,31924131296398,,A city of sadness / Me??xng th?? ?? ??er??,directed by Hou Hsiao-Hsien,Know + How,MON,DVD,HardCopy,Physical Reserve,Uris Library,Dean Room Videodisc 10254,,,,,,,0,
Fall 2024,OLIN,OKU,35769,256014,Awaiting Media Licensing,18-Jul-24,ASIAN,ASIAN 2233,Introduction to China: Beyond China,"Lin, Chengxiang; Ma, Shaoling; Young, Thomas",,,https://dafilms.com/film/10276-absent-without-leave,ABSENT WITHOUT LEAVE,"LAU, KEK HUAT",,MON,Video,WebLink,E-Reserve,,,,,,,,,1,2
Fall 2024,OLIN,OKU,35769,258257,Item Available at Reserve Desk,27-Aug-24,ASIAN,ASIAN 2233,Introduction to China: Beyond China,"Lin, Chengxiang; Ma, Shaoling; Young, Thomas",,31924112185008,,Bu ji bu li = Absent without Leave,"Liao Kefa, Chen Jinglian dao yan ; Feng niao ying xiang you xian gong si zhi zuo",Qian hou zi,MON,DVD,HardCopy,Physical Reserve,Uris Library Asia A/V,videodisc 9905 (Chi),,,,,,,0,
Fall 2024,E-RESERVE,OKU,35769,256015,In Media Licensing,19-Jul-24,ASIAN,ASIAN 2233,Introduction to China: Beyond China,"Lin, Chengxiang; Ma, Shaoling; Young, Thomas",,,,CITY OF SADNESS,"HOU, HSIAO HSIEN",,MON,Video,WebLink,E-Reserve,,,,,,,,,0,
Fall 2024,E-RESERVE,OKU,35769,256016,Item Available on Electronic Reserves,23-Jul-24,ASIAN,ASIAN 2233,Introduction to China: Beyond China,"Lin, Chengxiang; Ma, Shaoling; Young, Thomas",,NA,https://digitalcampus.swankmp.net/cornell303675/watch/56334D1099B730EF?referrer=details,"Comrades, Almost a Love Story",,,MON,Video,WebLink,E-Reserve,SWANK,STREAMING VIDEO,,,,,,,1,1
Fall 2024,OLIN,OKU,35769,258250,Item Available at Reserve Desk,27-Aug-24,ASIAN,ASIAN 2233,Introduction to China: Beyond China,"Lin, Chengxiang; Ma, Shaoling; Young, Thomas",,31924119046765,,Endhiran / The robot,"Sun Pictures ... [et al.] ; Kalanithi Maran presents ; produced by Kalanithi Maran ; story, screenplay, direction, Shankar",Ayngaran International,MON,DVD,HardCopy,Physical Reserve,Uris Library Asia A/V,Videodisc 5260 (SA),,,,,,,0,
Fall 2024,E-RESERVE,OKU,35769,256012,Item Available on Electronic Reserves,05-Jul-24,ASIAN,ASIAN 2233,Introduction to China: Beyond China,"Lin, Chengxiang; Ma, Shaoling; Young, Thomas",,,https://www.kanopy.com/en/cornell/video/11814070,Happy Together,Wong Kar-Wai,,MON,Video,WebLink,E-Reserve,KANOPY,STREAMING VIDEO,,,,,,,1,2
Fall 2024,OLIN,OKU,35769,256010,Item Available at Reserve Desk,15-Jul-24,ASIAN,ASIAN 2233,Introduction to China: Beyond China,"Lin, Chengxiang; Ma, Shaoling; Young, Thomas",,31924131352985,,Lake Like a Mirror,"Ho, Sok Fong",,MON,Book,HardCopy,Physical Reserve,Olin,PL2937.5 O64 A2  2020,,,,,,,0,
